iteration,current_cost,current_score,best_cost,best_score,candidate_cost,candidate_score,candidate_late_stop_count,candidate_max_late_min,candidate_return_after_midnight_count,accepted,destroy_operator,repair_operator
0,52245.49483022388,1064755.558370416,52245.49483022388,1064755.558370416,52245.49483022388,1064755.558370416,20,168.1058102026077,1,True,initial,initial
1,52254.66907272645,1064734.0386488063,52245.49483022388,1064755.558370416,52254.66907272645,1064734.0386488063,20,168.1058102026077,1,True,random_remove,time_oriented_insert
2,52254.66907272645,1064734.0386488063,52245.49483022388,1064755.558370416,52254.66907272645,1064734.0386488063,20,168.1058102026077,1,True,time_penalty_remove,time_oriented_insert
3,51515.043859294026,1062708.118995541,51515.043859294026,1062708.118995541,51515.043859294026,1062708.118995541,18,147.74846632346407,1,True,late_suffix_remove,time_oriented_insert
4,51515.043859294026,1062708.118995541,51515.043859294026,1062708.118995541,52325.75105995438,1063437.909557346,18,147.74846632346407,1,False,related_remove,time_oriented_insert
5,51208.44347521784,61341.97898650871,51208.44347521784,61341.97898650871,51208.44347521784,61341.97898650871,16,147.74846632346407,0,True,midnight_route_remove,time_oriented_insert
6,51388.8860686622,60372.35892612093,51208.44347521784,61341.97898650871,51388.8860686622,60372.35892612093,14,147.74846632346407,0,True,random_remove,greedy_insert
7,52086.78289819455,60525.16013820845,51208.44347521784,61341.97898650871,52086.78289819455,60525.16013820845,13,147.74846632346407,0,True,midnight_route_remove,regret2_insert
8,52086.78289819455,60525.16013820845,51208.44347521784,61341.97898650871,52086.78289819455,60525.16013820845,13,147.74846632346407,0,True,worst_cost_remove,greedy_insert
9,52086.78289819455,60525.16013820845,51208.44347521784,61341.97898650871,52086.78289819455,60525.16013820845,13,147.74846632346407,0,True,worst_cost_remove,regret2_insert
10,52086.78289819455,60525.16013820845,51208.44347521784,61341.97898650871,52086.78289819455,60525.16013820845,13,147.74846632346407,0,True,time_penalty_remove,time_oriented_insert
11,51733.20966779466,59246.63973148603,51208.44347521784,61341.97898650871,51733.20966779466,59246.63973148603,12,117.86940117598897,0,True,late_suffix_remove,time_oriented_insert
12,51424.395151446646,58888.92192072354,51208.44347521784,61341.97898650871,51424.395151446646,58888.92192072354,12,117.86940117598897,0,True,random_remove,regret2_insert
13,50032.60195934806,52748.19522074245,50032.60195934806,52748.19522074245,50032.60195934806,52748.19522074245,5,18.35321038357722,0,True,actual_late_remove,greedy_insert
14,50032.60195934806,52748.19522074245,50032.60195934806,52748.19522074245,50032.60195934806,52748.19522074245,5,18.35321038357722,0,True,random_remove,greedy_insert
15,49359.12513325444,52212.56822086508,49359.12513325444,52212.56822086508,49359.12513325444,52212.56822086508,5,32.889784942123015,0,True,random_remove,regret2_insert
16,50462.844754852085,52151.527619929344,49359.12513325444,52212.56822086508,50462.844754852085,52151.527619929344,3,18.35321038357722,0,True,time_penalty_remove,regret2_insert
17,50462.844754852085,52151.527619929344,49359.12513325444,52212.56822086508,50462.844754852085,52151.527619929344,3,18.35321038357722,0,True,late_suffix_remove,greedy_insert
18,50462.844754852085,52151.527619929344,49359.12513325444,52212.56822086508,50462.844754852085,52151.527619929344,3,18.35321038357722,0,True,time_penalty_remove,greedy_insert
19,50462.844754852085,52151.527619929344,49359.12513325444,52212.56822086508,50462.844754852085,52151.527619929344,3,18.35321038357722,0,True,time_penalty_remove,time_oriented_insert
20,50992.502398968616,52122.61688459857,49359.12513325444,52212.56822086508,50992.502398968616,52122.61688459857,2,13.326314250611404,0,True,late_route_split,time_oriented_insert
21,51376.596359227995,51968.19527559807,49359.12513325444,52212.56822086508,51376.596359227995,51968.19527559807,1,10.177657374452906,0,True,late_route_split,regret2_insert
