iteration,current_cost,current_score,best_cost,best_score,candidate_cost,candidate_score,candidate_late_stop_count,candidate_max_late_min,candidate_return_after_midnight_count,accepted,destroy_operator,repair_operator
13,58825.24022596198,66359.29477419703,57892.027321017355,1070812.60251948,58825.24022596198,66359.29477419703,12,112.00000001950355,0,True,related_remove,greedy_insert
14,58427.44409149356,66490.52924489358,57892.027321017355,1070812.60251948,58427.44409149356,66490.52924489358,13,112.00000001950355,0,True,related_remove,post_16_fuel_repair
15,60562.395001639314,75710.26549263882,57892.027321017355,1070812.60251948,60562.395001639314,75710.26549263882,17,432.49305324865963,0,True,actual_late_remove,ev_priority_insert
16,59928.166833274896,78974.97117040011,57892.027321017355,1070812.60251948,59928.166833274896,78974.97117040011,23,456.8969881893811,0,True,related_remove,post_16_fuel_repair
17,59928.166833274896,78974.97117040011,57892.027321017355,1070812.60251948,61543.94981011375,3086099.837953444,26,524.9995024903669,3,False,worst_cost_remove,regret2_insert
18,59928.166833274896,78974.97117040011,57892.027321017355,1070812.60251948,60748.34846003803,79795.15279716325,23,456.8969881893811,0,False,policy_conflict_remove,post_16_fuel_repair
19,59928.166833274896,78974.97117040011,57892.027321017355,1070812.60251948,59512.07588434946,80283.7297216263,24,456.8969881893811,0,False,random_remove,time_oriented_insert
20,60048.36687681474,75798.30344720717,57892.027321017355,1070812.60251948,60048.36687681474,75798.30344720717,21,282.1497537180255,0,True,late_route_split,time_oriented_insert
21,60048.36687681474,75798.30344720717,57892.027321017355,1070812.60251948,60603.69370486742,82839.74190759813,27,436.23996421563993,0,False,policy_conflict_remove,time_oriented_insert
22,57926.67290213271,70747.58685077456,57892.027321017355,1070812.60251948,57926.67290213271,70747.58685077456,18,253.00000001314356,0,True,random_remove,post_16_fuel_repair
23,57926.67290213271,70747.58685077456,57892.027321017355,1070812.60251948,58348.42235542127,72110.00246934967,19,253.00000001314356,0,False,late_suffix_remove,greedy_insert
24,58471.996988680934,70504.23114129873,57892.027321017355,1070812.60251948,58471.996988680934,70504.23114129873,17,253.00000001314356,0,True,late_route_split,greedy_insert
25,58606.01483765124,70644.8958694653,57892.027321017355,1070812.60251948,58606.01483765124,70644.8958694653,17,253.00000001314356,0,True,late_route_split,post_16_fuel_repair
26,58606.01483765124,70644.8958694653,57892.027321017355,1070812.60251948,61980.05856722253,76702.20783372139,21,253.00000001314356,0,False,related_remove,post_16_fuel_repair
27,58801.8211464965,71041.86016529112,57892.027321017355,1070812.60251948,58801.8211464965,71041.86016529112,17,253.00000001314356,0,True,late_suffix_remove,greedy_insert
28,58801.8211464965,71041.86016529112,57892.027321017355,1070812.60251948,58635.03451974827,73022.0021949563,20,253.00000001314356,0,False,random_remove,time_oriented_insert
29,58801.8211464965,71041.86016529112,57892.027321017355,1070812.60251948,59442.01106723579,79157.58234807747,23,444.25762467378604,0,False,actual_late_remove,ev_priority_insert
30,58859.56002661523,73197.31096563682,57892.027321017355,1070812.60251948,58859.56002661523,73197.31096563682,20,253.00000001314356,0,True,random_remove,greedy_insert
31,59151.11224779895,72220.12960917682,57892.027321017355,1070812.60251948,59151.11224779895,72220.12960917682,18,253.00000001314356,0,True,late_route_split,time_oriented_insert
32,59733.216484568984,73380.80611481293,57892.027321017355,1070812.60251948,59733.216484568984,73380.80611481293,19,253.00000001314356,0,True,related_remove,post_16_fuel_repair
33,59733.216484568984,73380.80611481293,57892.027321017355,1070812.60251948,59326.03500720832,74198.98524345597,20,282.1497537180255,0,False,policy_conflict_remove,regret2_insert
34,60687.477119924624,76438.70447609092,57892.027321017355,1070812.60251948,60687.477119924624,76438.70447609092,23,253.00000001314356,0,True,related_remove,regret2_insert
35,60756.583779061875,77419.56501285311,57892.027321017355,1070812.60251948,60756.583779061875,77419.56501285311,25,217.07191542915928,0,True,late_suffix_remove,regret2_insert
36,60953.30017671923,78947.24952203827,57892.027321017355,1070812.60251948,60953.30017671923,78947.24952203827,27,217.07191542915928,0,True,worst_cost_remove,regret2_insert
37,60493.917932037046,78453.99710884446,57892.027321017355,1070812.60251948,60493.917932037046,78453.99710884446,27,217.07191542915928,0,True,random_remove,time_oriented_insert
38,60720.02234080138,76893.38258814828,57892.027321017355,1070812.60251948,60720.02234080138,76893.38258814828,24,217.07191542915928,0,True,green_fuel_route_split,time_oriented_insert
