route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_sequence,customer_sequence,depart_min,depart_time,return_min,return_time,total_weight_kg,total_volume_m3,total_distance_km,fixed_cost,energy_cost,carbon_cost,penalty_cost,total_cost
58,T0058,F1-004,F1,86,57,977.1250606271892,16:17,1099.3514724632396,18:19,2203.217666666667,5.638176666666666,60.3135829832696,0.0,136.38749759483892,29.671001529978398,57.69855545434534,223.75705457916268
59,T0059,F1-002,F1,87,57,986.9600133190628,16:27,1109.186425155113,18:29,2203.217666666667,5.638176666666666,60.3135829832696,0.0,136.38749759483892,29.671001529978398,65.8943493642399,231.95284848905723
60,T0060,F1-017,F1,143,92,992.6205806375917,16:33,1071.8874830021591,17:52,1524.5124999999998,3.82045,34.9674723950948,0.0,75.9525998869131,16.523433211928907,46.04502651656286,138.52105961540485
61,T0061,F1-007,F1,18,12,1013.3890957432111,16:53,1150.7667863011995,19:11,1726.8416000000002,4.3995500000000005,69.2528374292132,0.0,152.2654127663774,33.125230500049426,101.73161751850444,287.12226078493126
62,T0062,E1-004,E1,70,52,1082.7955115059285,18:03,1404.7879620414005,23:25,2238.4627333333333,5.696406666666667,178.1755458159284,0.0,111.44575598515338,22.129457583271467,201.49311397805377,335.0683275464786
63,T0063,F1-018,F1,39->22,36->24,850.1562578283911,14:10,1110.815728821027,18:31,2916.79465,8.10987,108.92019032866892,400.0,256.2668415913186,55.75066617562517,21.35616123007719,733.3736689970209
64,T0064,F1-019,F1,38->132,36->81,850.1562578283911,14:10,1195.7613612668824,19:56,2998.23965,8.80191,196.8385188489601,400.0,458.5437541062523,99.75586230099948,0.0,958.2996164072518
65,T0065,F1-013,F1,53,45,1014.5616081031903,16:55,1178.140702491963,19:38,2899.9628,9.206685,84.711665689376,0.0,199.31734689788829,43.36134476436254,75.29262941464728,317.9713210768981
66,T0066,F1-014,F1,54,45,1014.5616081031903,16:55,1178.140702491963,19:38,2899.9628,9.206685,84.711665689376,0.0,199.31734689788829,43.36134476436254,75.29262941464728,317.9713210768981
67,T0067,F1-006,F1,116,69,1015.9275103900299,16:56,1235.122351341527,20:35,2288.8859,6.06402,117.5249561613834,0.0,267.08337395656076,58.10379497421606,72.10410905481544,397.2912779855923
