iteration,current_cost,current_score,best_cost,best_score,candidate_cost,candidate_score,candidate_late_stop_count,candidate_max_late_min,candidate_return_after_midnight_count,accepted,destroy_operator,repair_operator
13,54675.45555782374,66266.94866591162,53146.84504501824,70706.98394907523,54675.45555782374,66266.94866591162,18,124.92292742043082,0,True,actual_late_remove,time_oriented_insert
14,54597.06110481138,65107.85066985464,53146.84504501824,70706.98394907523,54597.06110481138,65107.85066985464,16,124.92292742043082,0,True,random_remove,regret2_insert
15,54597.06110481138,65107.85066985464,53146.84504501824,70706.98394907523,54597.06110481138,65107.85066985464,16,124.92292742043082,0,True,time_penalty_remove,regret2_insert
16,54597.06110481138,65107.85066985464,53146.84504501824,70706.98394907523,54597.06110481138,65107.85066985464,16,124.92292742043082,0,True,late_suffix_remove,greedy_insert
17,54597.06110481138,65107.85066985464,53146.84504501824,70706.98394907523,54597.06110481138,65107.85066985464,16,124.92292742043082,0,True,time_penalty_remove,greedy_insert
18,54597.06110481138,65107.85066985464,53146.84504501824,70706.98394907523,54597.06110481138,65107.85066985464,16,124.92292742043082,0,True,time_penalty_remove,time_oriented_insert
19,54964.192472030954,64836.17278213437,53146.84504501824,70706.98394907523,54964.192472030954,64836.17278213437,15,124.92292742043082,0,True,late_route_split,time_oriented_insert
20,54395.41317013864,63083.75069699478,53146.84504501824,70706.98394907523,54395.41317013864,63083.75069699478,13,124.92292742043082,0,True,late_route_split,regret2_insert
21,55187.953582670096,64515.10036446608,53146.84504501824,70706.98394907523,55187.953582670096,64515.10036446608,14,124.92292742043082,0,True,time_penalty_remove,greedy_insert
22,55098.099720023,64425.24650182378,53146.84504501824,70706.98394907523,55098.099720023,64425.24650182378,14,124.92292742043082,0,True,midnight_route_remove,time_oriented_insert
23,55701.360760299394,66060.3321235702,53146.84504501824,70706.98394907523,55701.360760299394,66060.3321235702,16,124.92292742043082,0,True,midnight_route_remove,regret2_insert
24,55701.360760299394,66060.3321235702,53146.84504501824,70706.98394907523,55701.360760299394,66060.3321235702,16,124.92292742043082,0,True,random_remove,regret2_insert
25,54700.439612130845,64563.476325522846,53146.84504501824,70706.98394907523,54700.439612130845,64563.476325522846,15,124.92292742043082,0,True,actual_late_remove,greedy_insert
26,54363.398432358284,63612.78826255263,53146.84504501824,70706.98394907523,54363.398432358284,63612.78826255263,14,124.92292742043082,0,True,actual_late_remove,greedy_insert
27,54735.720309531236,63985.110139725584,53146.84504501824,70706.98394907523,54735.720309531236,63985.110139725584,14,124.92292742043082,0,True,midnight_route_remove,greedy_insert
28,54735.720309531236,63985.110139725584,53146.84504501824,70706.98394907523,54735.720309531236,63985.110139725584,14,124.92292742043082,0,True,time_penalty_remove,time_oriented_insert
29,54752.5025580125,64001.89238820685,53146.84504501824,70706.98394907523,54752.5025580125,64001.89238820685,14,124.92292742043082,0,True,random_remove,regret2_insert
30,54254.35041912641,64026.89249283198,53146.84504501824,70706.98394907523,54254.35041912641,64026.89249283198,15,124.92292742043082,0,True,late_route_split,greedy_insert
31,54752.5025580125,64001.89238820685,53146.84504501824,70706.98394907523,54752.5025580125,64001.89238820685,14,124.92292742043082,0,True,actual_late_remove,greedy_insert
32,54267.743326276206,63517.133156470554,53146.84504501824,70706.98394907523,54267.743326276206,63517.133156470554,14,124.92292742043082,0,True,related_remove,greedy_insert
33,54267.743326276206,63517.133156470554,53146.84504501824,70706.98394907523,54267.743326276206,63517.133156470554,14,124.92292742043082,0,True,time_penalty_remove,time_oriented_insert
34,54267.743326276206,63517.133156470554,53146.84504501824,70706.98394907523,54267.743326276206,63517.133156470554,14,124.92292742043082,0,True,random_remove,regret2_insert
35,54267.743326276206,63517.133156470554,53146.84504501824,70706.98394907523,54267.743326276206,63517.133156470554,14,124.92292742043082,0,True,time_penalty_remove,time_oriented_insert
36,54267.743326276206,63517.133156470554,53146.84504501824,70706.98394907523,54267.743326276206,63517.133156470554,14,124.92292742043082,0,True,time_penalty_remove,regret2_insert
37,53493.73805230931,64368.76680657389,53146.84504501824,70706.98394907523,53493.73805230931,64368.76680657389,17,133.91328132912793,0,True,related_remove,greedy_insert
38,53493.73805230931,64368.76680657389,53146.84504501824,70706.98394907523,53493.73805230931,64368.76680657389,17,133.91328132912793,0,True,worst_cost_remove,time_oriented_insert
